APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
031-290-34,22,22,22,22,22,22,22,22,22,22,22,22,22,22
031-290-37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-300-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-300-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-311-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-312-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-313-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-13,3,3,3,3,3,3,3,3,3,3,3,3,3,3
031-314-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-314-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-315-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-316-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-316-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-316-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-316-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-317-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-318-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-319-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-319-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-319-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-319-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-319-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-321-33,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-322-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-323-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-331-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-332-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-33,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-36,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-333-38,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-334-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-334-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-334-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-334-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-334-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-341-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-342-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-343-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-343-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-344-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-351-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-361-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-390-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-390-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-400-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
031-400-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-050-75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-050-78,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-02,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-110-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-04,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-110-06,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-110-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-110-32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-02,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-120-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-12,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-120-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-120-25,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-141-12,5,5,5,5,5,5,8,8,8,8,8,8,8,8
032-141-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-141-27,5,5,3,1,1,1,1,1,1,1,1,1,1,1
032-142-01,9,9,9,9,9,9,9,9,9,9,9,9,9,9
032-142-02,13,13,13,13,13,13,13,13,13,13,13,13,13,13
032-142-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-142-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-142-06,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-142-07,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-142-09,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-142-10,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-142-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-142-14,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-142-15,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-142-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-142-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-142-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-03,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-151-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-12,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-151-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-16,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-151-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-151-22,21,21,21,21,21,21,21,21,21,21,21,21,21,21
032-152-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-05,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-152-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-11,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-152-12,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-152-13,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-152-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-152-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-161-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-161-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-161-09,13,13,13,13,13,13,13,13,13,13,13,13,13,13
032-162-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-162-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-162-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-162-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-162-13,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-171-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-171-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-171-07,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-171-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-172-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-173-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-173-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-181-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-191-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-191-14,10,10,10,10,10,10,10,10,10,10,10,10,10,10
032-192-03,5,5,5,5,5,5,5,5,5,5,5,5,5,5
032-201-09,16,16,16,16,16,16,16,16,16,16,16,16,16,16
032-201-12,14,14,14,14,14,14,14,14,14,14,14,14,14,14
032-201-17,3,3,3,3,3,3,3,4,4,4,4,4,4,4
032-201-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-202-04,78,78,78,78,78,78,78,78,78,78,78,78,78,78
032-203-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-203-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-04,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-211-05,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-211-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-211-13,8,8,8,8,8,8,8,8,8,8,8,8,8,8
032-211-14,30,30,30,30,30,30,30,30,30,30,30,30,30,30
032-211-19,26,26,26,26,26,26,26,26,26,26,26,26,26,26
032-221-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-221-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-221-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-221-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-221-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-221-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-04,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-241-05,3,3,3,3,3,3,3,3,3,3,3,3,3,3
032-241-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-241-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-16,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-242-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-19,4,4,4,4,4,4,4,4,4,4,4,4,4,4
032-242-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2
032-242-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
032-242-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
