"APN","Record Type","DevelopmentRight","LandCapability","IPESScore","CumulativeBankedQuantity","RemainingBankedQuantity","Jurisdiction","LocalPlan","DateBankedOrApproved","HRA","LastUpdated","TransactionNumber","SendingParcel","ReceivingParcel","LandBank","TransactionApprovalDate"
"016-221-005","Banked Commodity","Coverage (hard)","Bailey 4",,"1884","1884","El Dorado County, CA (ELDO)","RUBICON","11/14/2014","Emerald Bay","06/08/2016",,,,,
"016-261-014","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 1a",,"1","1","El Dorado County, CA (ELDO)","Meeks Creek","12/03/2018","Emerald Bay","12/03/2018",,,,,
"016-292-034","Banked Commodity","Commercial Floor Area (CFA)","Bailey 6",,"316","16","El Dorado County, CA (ELDO)","RUBICON","03/03/2021","Emerald Bay","05/19/2023",,,,,
"016-292-034","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"0","0","El Dorado County, CA (ELDO)","RUBICON","03/03/2021","Emerald Bay","05/19/2023",,,,,
"016-300-038","Banked Commodity","Coverage (hard)","Bailey 1b",,"2","2","El Dorado County, CA (ELDO)","GLENRIDGE","09/10/2021","Emerald Bay","09/26/2022",,,,,
"016-300-060","Banked Commodity","Coverage (hard)","Bailey 1b",,"123","123","El Dorado County, CA (ELDO)","GLENRIDGE","04/26/2018","Emerald Bay","12/06/2019",,,,,
"016-300-062","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","821","1","1","El Dorado County, CA (ELDO)","GLENRIDGE",,"Emerald Bay","06/24/2022",,,,,
"016-300-063","Banked Commodity","Coverage (soft)","Bailey 1a",,"28","28","El Dorado County, CA (ELDO)","GLENRIDGE","02/15/2007","Emerald Bay","05/08/2017",,,,,
"016-300-064","Banked Commodity","Coverage (hard)","Bailey 1b",,"130","130","El Dorado County, CA (ELDO)","GLENRIDGE","04/26/2018","Emerald Bay","06/14/2022",,,,,
"016-300-064","Banked Commodity","Coverage (soft)","Bailey 6",,"972","972","El Dorado County, CA (ELDO)","GLENRIDGE","07/23/2021","Emerald Bay","06/14/2022",,,,,
"016-313-013","Banked Commodity","Coverage (hard)","Bailey 4",,"16","16","El Dorado County, CA (ELDO)","RUBICON","05/18/2011","Emerald Bay","11/26/2024",,,,,
"016-410-10","Banked Commodity","Coverage (hard)","Bailey 1a",,"1458","1458","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (soft)","Bailey 1a",,"710","710","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (hard)","Bailey 1b",,"4109","4109","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (soft)","Bailey 1b",,"3676","3676","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (hard)","Bailey 3",,"1378","1378","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/22/2016",,,,,
"016-410-10","Banked Commodity","Coverage (soft)","Bailey 3",,"1822","1822","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (hard)","Bailey 5",,"7926","7926","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (soft)","Bailey 5",,"4385","4385","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-410-10","Banked Commodity","Coverage (soft)","Bailey 6",,"570","570","El Dorado County, CA (ELDO)","MEEKS CREEK","10/02/2014","Emerald Bay","01/04/2016",,,,,
"016-451-006","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","382","1","1","El Dorado County, CA (ELDO)","RUBICON","09/30/2002","Emerald Bay","10/17/2017",,,,,
"016-461-004","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","532","1","1","El Dorado County, CA (ELDO)","RUBICON","01/19/2005","Emerald Bay","10/11/2017",,,,,
"016-544-008","Banked Commodity","Coverage (hard)","Bailey 1a",,"1875","1875","El Dorado County, CA (ELDO)","RUBICON","02/08/2007","Emerald Bay","10/01/2024",,,,,
"016-544-008","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 1a",,"1","1","El Dorado County, CA (ELDO)","RUBICON","02/08/2007","Emerald Bay","10/01/2024",,,,,
"017-021-008","Banked Commodity","Coverage (hard)","Bailey 5",,"6442","6442","El Dorado County, CA (ELDO)","PARADISE FLAT","10/03/2017","Emerald Bay","03/05/2021",,,,,
"017-021-016","Banked Commodity","Coverage (hard)","Bailey 1b",,"247","247","El Dorado County, CA (ELDO)","PARADISE FLAT","11/10/2020","Emerald Bay","04/24/2023",,,,,
"017-021-016","Banked Commodity","Coverage (hard)","Bailey 6",,"4173","4173","El Dorado County, CA (ELDO)","PARADISE FLAT","11/10/2020","Emerald Bay","04/24/2023",,,,,
"017-021-016","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1","1","El Dorado County, CA (ELDO)","PARADISE FLAT","11/10/2020","Emerald Bay","04/24/2023",,,,,
"018-151-004","Banked Commodity","Coverage (soft)","Bailey 1a",,"4664","4664","El Dorado County, CA (ELDO)","Fallen Leaf North","04/24/2015","Emerald Bay","02/11/2019",,,,,
"018-151-004","Banked Commodity","Coverage (soft)","Bailey 1b",,"1132","1132","El Dorado County, CA (ELDO)","Fallen Leaf North","04/24/2015","Emerald Bay","02/11/2019",,,,,
"018-292-006","Banked Commodity","Coverage (hard)","Bailey 1a",,"331","331","El Dorado County, CA (ELDO)","CASCADE PROPERTIES","02/13/2017","Emerald Bay","02/15/2017",,,,,
"018-292-007","Banked Commodity","Coverage (soft)","Bailey 1a",,"42","42","El Dorado County, CA (ELDO)","CASCADE PROPERTIES","03/16/1998","Emerald Bay","09/17/2020",,,,,
"021-201-004","Banked Commodity","Coverage (hard)","Bailey 5",,"709","709","El Dorado County, CA (ELDO)","SOUTH FALLEN LEAF LAKE","08/15/2014","Emerald Bay","11/01/2022",,,,,
"021-201-016","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 1a",,"3","3","El Dorado County, CA (ELDO)","SOUTH FALLEN LEAF LAKE","08/17/2023","Emerald Bay","08/28/2023",,,,,
"021-420-024","Banked Commodity","Tourist Accommodation Unit (TAU)","Bailey 5",,"1","1","El Dorado County, CA (ELDO)","SOUTH FALLEN LEAF LAKE","06/07/2000","Emerald Bay","04/14/2022",,,,,
"022-024-001","Banked Commodity","Coverage (hard)","IPES","788","1","1","City of South Lake Tahoe (CSLT)","TRUCKEE MARSH","05/31/2016","Upper Truckee","11/18/2024",,,,,
"022-031-052","Banked Commodity","Coverage (hard)","Bailey 6",,"2","2","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/22/2022","Upper Truckee","12/26/2024",,,,,
"022-051-011","Banked Commodity","Coverage (hard)","Bailey 6",,"2","2","City of South Lake Tahoe (CSLT)","TAHOE KEYS","10/11/2022","Upper Truckee","01/11/2024",,,,,
"022-051-071","Banked Commodity","Coverage (hard)","Bailey 6",,"23","23","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/03/2018","Upper Truckee","01/04/2023",,,,,
"022-051-080","Banked Commodity","Coverage (hard)","Bailey 6",,"12","12","City of South Lake Tahoe (CSLT)","TAHOE KEYS","10/09/2020","Upper Truckee","01/10/2023",,,,,
"022-051-088","Banked Commodity","Coverage (hard)","Bailey 6",,"90","90","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/31/2018","Upper Truckee","12/07/2023",,,,,
"022-051-088","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 6",,"1","0","City of South Lake Tahoe (CSLT)","TAHOE KEYS","11/29/1994","Upper Truckee","12/07/2023",,,,,
"022-061-010","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","741","1","0","City of South Lake Tahoe (CSLT)","TAHOE KEYS","09/15/2015","Upper Truckee","02/05/2020",,,,,
"022-061-021","Banked Commodity","Coverage (hard)","Bailey 6",,"67","67","City of South Lake Tahoe (CSLT)","TAHOE KEYS","10/13/2020","Upper Truckee","03/13/2023",,,,,
"022-061-024","Banked Commodity","Coverage (hard)","Bailey 6",,"122","122","City of South Lake Tahoe (CSLT)","TAHOE KEYS","02/08/2016","Upper Truckee","06/18/2021",,,,,
"022-061-025","Banked Commodity","Coverage (hard)","Bailey 6",,"4","4","City of South Lake Tahoe (CSLT)","TAHOE KEYS","05/05/2017","Upper Truckee","03/15/2022",,,,,
"022-061-048","Banked Commodity","Coverage (hard)","Bailey 6",,"6","6","City of South Lake Tahoe (CSLT)","TAHOE KEYS","12/13/2013","Upper Truckee","11/23/2021",,,,,
"022-061-056","Banked Commodity","Coverage (hard)","Bailey 6",,"64","64","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/24/2020","Upper Truckee","02/16/2023",,,,,
"022-082-015","Banked Commodity","Coverage (hard)","Bailey 6",,"816","816","City of South Lake Tahoe (CSLT)","TAHOE KEYS","09/01/2016","Upper Truckee","06/21/2021",,,,,
"022-122-019","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","793","1","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","04/16/2018","Upper Truckee","09/10/2018",,,,,
"022-161-024","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 1b",,"1","1","City of South Lake Tahoe (CSLT)","TRUCKEE MARSH","03/04/1994","Upper Truckee","08/08/2019",,,,,
"022-163-001","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","0","1","1","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","01/19/2005","Upper Truckee","10/11/2017",,,,,
"022-171-043","Banked Commodity","Coverage (hard)","Bailey 6",,"16","16","City of South Lake Tahoe (CSLT)","TAHOE KEYS","04/01/2024","Upper Truckee","01/03/2025",,,,,
"022-171-070","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","819","1","1","City of South Lake Tahoe (CSLT)","TAHOE KEYS","02/20/1991","Upper Truckee","06/16/2021",,,,,
"022-181-019","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 6",,"1","1","City of South Lake Tahoe (CSLT)","TAHOE KEYS","09/22/2008","Upper Truckee","01/21/2022",,,,,
"022-210-050","Banked Commodity","Restoration Credit","n/a",,"123275","123275","City of South Lake Tahoe (CSLT)","Tahoe Keys","02/28/2020","Upper Truckee","02/28/2020",,,,,
"022-321-014","Banked Commodity","Coverage (hard)","Bailey 6",,"390","390","City of South Lake Tahoe (CSLT)","TAHOE KEYS","12/16/2022","Upper Truckee","12/19/2024",,,,,
"022-322-054","Banked Commodity","Coverage (hard)","Bailey 6",,"26","26","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/15/2019","Upper Truckee","11/29/2021",,,,,
"022-331-017","Banked Commodity","Coverage (hard)","Bailey 6",,"31","31","City of South Lake Tahoe (CSLT)","TAHOE KEYS","08/22/2014","Upper Truckee","03/17/2022",,,,,
"022-332-015","Banked Commodity","Coverage (hard)","Bailey 6",,"2","2","City of South Lake Tahoe (CSLT)","TAHOE KEYS","09/21/2018","Upper Truckee","12/01/2021",,,,,
"022-332-063","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 6",,"1","1","City of South Lake Tahoe (CSLT)","TAHOE KEYS","12/16/2010","Upper Truckee","01/27/2022",,,,,
"022-351-007","Banked Commodity","Coverage (hard)","Bailey 6",,"6","6","City of South Lake Tahoe (CSLT)","TAHOE KEYS","06/30/2022","Upper Truckee","01/03/2024",,,,,
"022-402-003","Banked Commodity","Coverage (hard)","Bailey 6",,"124","124","City of South Lake Tahoe (CSLT)","TAHOE KEYS","10/14/2020","Upper Truckee","12/29/2023",,,,,
"023-081-011","Banked Commodity","Coverage (hard)","Bailey 7",,"40746","40746","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/29/2015","Upper Truckee","03/29/2018",,,,,
"023-081-011","Banked Commodity","Residential Floor Area (RFA)","Bailey 7",,"5631","5631","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/29/2015","Upper Truckee","03/29/2018",,,,,
"023-081-011","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"4","4","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/29/2015","Upper Truckee","03/29/2018",,,,,
"023-101-029","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","0","1","1","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","09/28/2004","Upper Truckee","10/11/2017",,,,,
"023-101-036","Banked Commodity","Coverage (soft)","Bailey 7",,"336","336","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","01/06/2016","Upper Truckee","06/21/2021",,,,,
"023-102-017","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","567","1","1","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","02/20/2003","Upper Truckee","10/17/2017",,,,,
"023-102-041","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","871","1","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","06/28/2018","Upper Truckee","11/05/2018",,,,,
"023-102-042","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","882","1","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","06/25/2015","Upper Truckee","10/11/2019",,,,,
"023-102-050","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 5",,"0","12","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","06/16/2022","Upper Truckee","03/22/2024",,,,,
"023-103-014","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","882","1","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","11/01/2017","Upper Truckee","02/07/2018",,,,,
"023-111-039","Banked Commodity","Coverage (soft)","Bailey 7",,"2628","2628","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","06/16/2017","Upper Truckee","08/01/2017",,,,,
"023-111-039","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"2","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","02/08/2017","Upper Truckee","08/01/2017",,,,,
"023-141-008","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 5",,"2","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","03/14/2018","Upper Truckee","04/04/2018",,,,,
"023-141-027","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","08/20/2019","Upper Truckee","06/05/2024",,,,,
"023-151-003","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 5",,"11","0","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","03/14/2018","Upper Truckee","03/22/2023",,,,,
"023-151-014","Banked Commodity","Coverage (hard)","Bailey 5",,"1","1","City of South Lake Tahoe (CSLT)","TAHOE ISLAND","08/06/2004","Upper Truckee","12/01/2021",,,,,
"023-162-017","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","988","3","3","City of South Lake Tahoe (CSLT)","GARDNER MOUNTAIN","04/06/2005","Upper Truckee","02/27/2019",,,,,
"023-172-035","Banked Commodity","Coverage (hard)","Bailey 7",,"363","363","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/14/1997","Upper Truckee","02/08/2022",,,,,
"023-172-035","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1","1","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","01/30/2006","Upper Truckee","02/08/2022",,,,,
"023-191-007","Banked Commodity","Coverage (hard)","Bailey 7",,"18633","18633","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/25/2016","Upper Truckee","12/05/2016",,,,,
"023-191-007","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1","0","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/18/2006","Upper Truckee","12/05/2016",,,,,
"023-191-007","Banked Commodity","Tourist Accommodation Unit (TAU)","Bailey 7",,"19","3","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/18/2006","Upper Truckee","09/04/2019",,,,,
"023-191-018","Banked Commodity","Coverage (soft)","Bailey 7",,"4297","4297","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/17/1996","Upper Truckee","04/18/2022",,,,,
"023-191-018","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1","0","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/17/1996","Upper Truckee","04/18/2022",,,,,
"023-191-021","Banked Commodity","Coverage (hard)","Bailey 7",,"2033","2033","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/19/2013","Upper Truckee","05/21/2020",,,,,
"023-201-067","Banked Commodity","Coverage (hard)","Bailey 7",,"5397","5397","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/10/2020","Upper Truckee","03/17/2021",,,,,
"023-201-074","Banked Commodity","Coverage (hard)","Bailey 7",,"1490","1490","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/10/2020","Upper Truckee","03/17/2021",,,,,
"023-201-075","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"14519","138","City of South Lake Tahoe (CSLT)","Tahoe Valley Area Plan","06/12/2008","Upper Truckee","01/22/2018",,,,,
"023-231-018","Banked Commodity","Coverage (hard)","Bailey 1b",,"1062","1062","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","07/01/1999","Upper Truckee","03/12/2019",,,,,
"023-241-023","Banked Commodity","Commercial Floor Area (CFA)","Bailey 1b",,"1641","1641","City of South Lake Tahoe (CSLT)","Tahoe Valley Area Plan","09/21/2015","Upper Truckee","01/06/2016",,,,,
"023-241-042","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"2800","0","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN",,"Upper Truckee","07/18/2024",,,,,
"023-291-009","Banked Commodity","Coverage (soft)","Bailey 7",,"3960","3960","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/01/2014","Upper Truckee","04/19/2017",,,,,
"023-311-056","Banked Commodity","Residential Floor Area (RFA)","Bailey 7",,"4411","0","City of South Lake Tahoe (CSLT)","Tahoe Valley Area Plan","05/14/2015","Upper Truckee","01/12/2018",,,,,
"023-311-056","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1","0","City of South Lake Tahoe (CSLT)","Tahoe Valley Area Plan","05/14/2015","Upper Truckee","01/12/2018",,,,,
"023-374-002","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"6982","1982","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","04/19/2024",,,,,
"023-374-008","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"2367","2367","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","11/05/2018",,,,,
"023-392-003","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"21180","1688","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","10/13/2015","Upper Truckee","11/05/2018",,,,,
"023-392-012","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"4317","4317","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","11/05/2018",,,,,
"023-392-013","Banked Commodity","Coverage (hard)","Bailey 7",,"6200","6200","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/29/2016","Upper Truckee","04/05/2018",,,,,
"023-392-013","Banked Commodity","Coverage (soft)","Bailey 7",,"561","561","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/29/2016","Upper Truckee","04/05/2018",,,,,
"023-392-013","Banked Commodity","Residential Floor Area (RFA)","Bailey 7",,"428","428","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/29/2016","Upper Truckee","04/05/2018",,,,,
"023-392-018","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"2893","2893","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","04/17/2019",,,,,
"023-392-019","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"2896","2896","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","04/02/2017","Upper Truckee","04/17/2019",,,,,
"023-392-047","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"3800","600","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","11/05/2018",,,,,
"023-393-003","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"8851","3851","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","11/05/2018",,,,,
"023-393-027","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"4684","184","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","11/30/2017","Upper Truckee","04/15/2019",,,,,
"023-393-028","Banked Commodity","Commercial Floor Area (CFA)","Bailey 7",,"4728","4728","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","12/14/2017","Upper Truckee","01/10/2019",,,,,
"023-393-031","Banked Commodity","Potential Residential Unit of Use (PRUU)","Bailey 7",,"3","3","City of South Lake Tahoe (CSLT)","TAHOE VALLEY AREA PLAN","06/08/1998","Upper Truckee","02/27/2019",,,,,
