,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
130,,132-560-23,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
131,,132-560-24,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
132,,132-560-24,,,,,,,,,,,,,3386685,05/12/2006,"This document is an amended and restated declaration of the covenants, conditions, and restrictions for TRPA subdivision requirements against APNs 132-560-03, -04, -05, -06, -07, -15, -16, -24, & 132-570-05, -17, -18, -23, -26, -27, -28, -29, -31. It acknowledges and amends paragraph 3 of the prior deed restriction, document 2416607, dated 1/24/2000, to read as follows: Moderate-Income Housing: The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income, as such is adjusted from time to time as a matter of public record. Item #1 of the Declarations of this document detail the affordability calculation.",Recorded,Moderate Income Housing,20060076STD,right_only
133,,132-560-25,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
134,,132-560-25,,,,,,,,,,,,,Document 2416607,01/24/2000,The residential unit on this parcel is deed restricted as moderate-income housing.,Recorded,Moderate Income Housing,,right_only
135,,132-560-26,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
136,,132-560-27,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
137,,132-560-28,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
138,,132-560-29,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
139,,132-560-30,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
140,,132-560-30,,,,,,,,,,,,,5378292,05/10/2023,"To partially satisfy TRPA's March 23, 1998, conditions of approval, APN 132-560-30 shall be permanently restricted to Achievable Housing. See Deed Restriction for definition of Achievable Housing. Owner shall submit an annual compliance report to TRPA.",Recorded,Achievable Housing,19970812STD,right_only
141,,132-560-31,,,,,,,,,,,,,2416607,01/24/2000,"APNs 132-240-15, 132-550-00, 132-560-01 through 132-560-32, & 132-570-01 through 132-570-32 are part of a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income (""Median Income""), as such is adjusted from time to time. See copy of deed restriction under CAP DOCUMENTS for Median Income affordability calculation.",Recorded,Affordable Housing,19970812STD,right_only
