APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory,JURISDICTION,PLAN_ID,PLAN_NAME,ZONING_ID,ZONING_DESCRIPTION,TOWN_CENTER,LOCATION_TO_TOWNCENTER,TAZ,WITHIN_BONUSUNIT_BNDY,WITHIN_TRPA_BNDY,LOCAL_PLAN_HYPERLINK,LTINFO_HYPERLINK,PARCEL_ACRES,PARCEL_SQFT,SHAPE
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-301,07/29/2015,,023-471-014,TRAN2015-0382,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-141-027,1.06173236,46249,"{'rings': [[[760003.6871370124, 4310797.851050932], [760022.518833912, 4310762.907756684], [759966.2741431715, 4310732.788661642], [759952.6308454173, 4310725.396862859], [759922.436050389, 4310781.564453613], [759936.2320481176, 4310788.957952395], [759956.0916448478, 4310799.61965064], [759963.2170436746, 4310803.433250012], [759967.4184429832, 4310795.702251285], [759972.2421421893, 4310786.834252745], [759978.4576411657, 4310790.180452194], [759980.9470407562, 4310785.632952943], [760003.6871370124, 4310797.851050932]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-305,11/07/2014,,025-543-008,TRAN2014-0992,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-141-027,1.06173236,46249,"{'rings': [[[760003.6871370124, 4310797.851050932], [760022.518833912, 4310762.907756684], [759966.2741431715, 4310732.788661642], [759952.6308454173, 4310725.396862859], [759922.436050389, 4310781.564453613], [759936.2320481176, 4310788.957952395], [759956.0916448478, 4310799.61965064], [759963.2170436746, 4310803.433250012], [759967.4184429832, 4310795.702251285], [759972.2421421893, 4310786.834252745], [759978.4576411657, 4310790.180452194], [759980.9470407562, 4310785.632952943], [760003.6871370124, 4310797.851050932]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/05/2018,TRPA-TRF-428,03/21/2018,,028-011-19,TRAN2016-0700,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-141-027,1.06173236,46249,"{'rings': [[[760003.6871370124, 4310797.851050932], [760022.518833912, 4310762.907756684], [759966.2741431715, 4310732.788661642], [759952.6308454173, 4310725.396862859], [759922.436050389, 4310781.564453613], [759936.2320481176, 4310788.957952395], [759956.0916448478, 4310799.61965064], [759963.2170436746, 4310803.433250012], [759967.4184429832, 4310795.702251285], [759972.2421421893, 4310786.834252745], [759978.4576411657, 4310790.180452194], [759980.9470407562, 4310785.632952943], [760003.6871370124, 4310797.851050932]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-142-006,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,07/20/2021,TRPA-TRF-1468,12/08/2020,,032-161-008,TRAN2020-1143,,SEZ,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-142-006,0.54600056,23784,"{'rings': [[[759809.7647689376, 4310863.975940045], [759794.4534714585, 4310855.727341404], [759797.4093709718, 4310850.34624229], [759756.4769777106, 4310828.399445903], [759754.1400780948, 4310832.948645154], [759746.8269792991, 4310846.364042945], [759739.6654804777, 4310859.857340723], [759739.3539805291, 4310860.463940624], [759760.8815769851, 4310871.982638728], [759795.4460712951, 4310890.581535665], [759809.7647689376, 4310863.975940045]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-142-006,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/27/2020,TRPA-TRF-516,10/06/2016,,026-061-015,TRAN2016-0740,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-142-006,0.54600056,23784,"{'rings': [[[759809.7647689376, 4310863.975940045], [759794.4534714585, 4310855.727341404], [759797.4093709718, 4310850.34624229], [759756.4769777106, 4310828.399445903], [759754.1400780948, 4310832.948645154], [759746.8269792991, 4310846.364042945], [759739.6654804777, 4310859.857340723], [759739.3539805291, 4310860.463940624], [759760.8815769851, 4310871.982638728], [759795.4460712951, 4310890.581535665], [759809.7647689376, 4310863.975940045]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-151-015,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,50,,11/19/2015,TRPA-TRF-94,02/25/2014,,1318-27-001-001,TRAN2013-0357,,Non-Sensitive,CSLT,114,Bonanza,114_SA1,Bonanza Special Area #1,,Quarter Mile Buffer,59,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-151-015,1.00367376,43720,"{'rings': [[[760032.4226322817, 4310609.689481908], [759976.1779415412, 4310579.570386866], [759946.1358464872, 4310635.739677619], [759972.9692420699, 4310650.137075249], [760002.2281372529, 4310665.857072661], [760032.4226322817, 4310609.689481908]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-151-015,Transfer Sending Parcel,Coverage (hard),7,,2803,,11/04/2022,TRPA-TRF-2021,10/14/2022,,026-221-027,TRAN2022-0973,TRAN2022-0973,Non-Sensitive,CSLT,114,Bonanza,114_SA1,Bonanza Special Area #1,,Quarter Mile Buffer,59,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-151-015,1.00367376,43720,"{'rings': [[[760032.4226322817, 4310609.689481908], [759976.1779415412, 4310579.570386866], [759946.1358464872, 4310635.739677619], [759972.9692420699, 4310650.137075249], [760002.2281372529, 4310665.857072661], [760032.4226322817, 4310609.689481908]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,09/27/2023,TRPA-TRF-2327,09/21/2023,,1418-03-401-014,TRAN2023-0893,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,05/06/2024,TRPA-TRF-2332,12/19/2023,,097-050-068,TRAN2023-0631,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,05/06/2024,TRPA-TRF-2333,12/19/2023,,097-050-069,TRAN2023-0631,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,02/02/2024,TRPA-TRF-2394,01/23/2024,,1418-03-801-001,TRAN2023-1524,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,06/21/2024,TRPA-TRF-2556,06/11/2024,,122-100-26,TRAN2024-0084,,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,12/13/2024,TRPA-TRF-2626,07/09/2024,,034-251-005,TRAN2024-0588,TRAN2024-0588,Non-Sensitive,CSLT,114,BONANZA,114,Bonanza,,Quarter Mile Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-162-001,0.76545449,33343,"{'rings': [[[760136.0357152242, 4310252.968140634], [760078.2186247427, 4310227.215944875], [760066.6834266419, 4310250.268441079], [760057.03142823, 4310268.42373809], [760113.1236189958, 4310298.541033132], [760122.9277173821, 4310280.425636115], [760123.24181733, 4310279.590336252], [760129.7908162521, 4310266.318938436], [760136.0357152242, 4310252.968140634]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-191-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,11/03/2015,TRPA-TRF-307,09/18/2015,,023-655-001,TRAN2015-0671,,SEZ,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,160,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-191-002,0.57615484,25097,"{'rings': [[[759997.8127379799, 4311071.044805955], [759931.2599489363, 4311035.323511837], [759914.6961516626, 4311060.93970762], [759983.3627403583, 4311097.758601557], [759997.8127379799, 4311071.044805955]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-191-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-306,10/19/2015,,023-102-041,TRAN2015-0755,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,160,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-191-002,0.57615484,25097,"{'rings': [[[759997.8127379799, 4311071.044805955], [759931.2599489363, 4311035.323511837], [759914.6961516626, 4311060.93970762], [759983.3627403583, 4311097.758601557], [759997.8127379799, 4311071.044805955]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-201-013,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,20,,07/12/2016,TRPA-TRF-363,05/26/2016,,123-052-02,TRAN2016-0235,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,160,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-201-013,0.50084538,21817,"{'rings': [[[760260.997994652, 4310589.0846853], [760216.7477019364, 4310542.697192937], [760201.4342044573, 4310557.305090532], [760196.5777052576, 4310566.362189041], [760242.9283976266, 4310614.951881042], [760252.2470960924, 4310597.525883911], [760260.997994652, 4310589.0846853]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-201-013,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,03/29/2017,TRPA-TRF-368,11/10/2016,,029-530-015,TRAN2016-0272,,Non-Sensitive,CSLT,110,TAHOE VALLEY AREA PLAN,TVAP_TC_G,Tahoe Valley Area Plan - Town Center Gateway District,South Y,Town Center,160,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-201-013,0.50084538,21817,"{'rings': [[[760260.997994652, 4310589.0846853], [760216.7477019364, 4310542.697192937], [760201.4342044573, 4310557.305090532], [760196.5777052576, 4310566.362189041], [760242.9283976266, 4310614.951881042], [760252.2470960924, 4310597.525883911], [760260.997994652, 4310589.0846853]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-277-006,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2531,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ,CSLT,114,Bonanza,114,Bonanza,,Quarter Mile Buffer,59,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-277-006,0.1149584,5008,"{'rings': [[[759475.8780239047, 4310746.505859384], [759449.044728322, 4310732.108461754], [759441.7317295261, 4310745.523859546], [759468.7174250837, 4310759.922857175], [759475.8780239047, 4310746.505859384]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-277-021,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/09/2016,TRPA-TRF-419,11/09/2016,,023-182-006,TRAN2016-0682,,SEZ,CSLT,114,BONANZA,114,Bonanza,,Outside Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-277-021,0.11514678,5016,"{'rings': [[[759577.7207071381, 4310524.298295965], [759564.3807093343, 4310517.062297158], [759557.0669105388, 4310530.553894937], [759549.9064117176, 4310543.970992727], [759563.3987094965, 4310551.208591536], [759577.7207071381, 4310524.298295965]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-277-022,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,04/08/2020,TRPA-TRF-492,06/07/2017,,029-441-21,TRAN2017-0045,,SEZ,CSLT,114,BONANZA,114,Bonanza,,Outside Buffer,159,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/114.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-277-022,0.11495354,5007,"{'rings': [[[759591.2133049173, 4310531.535894774], [759577.7207071381, 4310524.298295965], [759563.3987094965, 4310551.208591536], [759576.7396072997, 4310558.368390357], [759584.0526060965, 4310544.952992566], [759591.2133049173, 4310531.535894774]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-291-029,Transfer Sending Parcel,Multi-Family Residential Unit of Use (MFRUU),7,,1,,11/08/2022,TRPA-TRF-2065,10/14/2022,,031-284-004,TRAN2022-0825,,Non-Sensitive,CSLT,TVAP,Tahoe Valley Area Plan,TVAP_TC_MUC,Tahoe Valley Area Plan - Town Center Mixed-Use Corridor,SOUTH Y,Town Center,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/TVAP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-291-029,0.64140526,27940,"{'rings': [[[759526.7848155238, 4311084.514603738], [759470.6928247586, 4311054.396908697], [759451.4652279234, 4311083.693703873], [759501.045419761, 4311123.651997296], [759526.7848155238, 4311084.514603738]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
032-313-035,Transfer Sending Parcel,Commercial Floor Area (CFA),7,,972,,04/27/2023,TRPA-TRF-2082,02/14/2023,,031-030-025,TRAN2022-1419,TRAN2022-1419,Non-Sensitive,CSLT,113,South Y Industrial Tract Cp,113,South Y Industrial Tract Cp,,Outside Buffer,58,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/SouthYIndustrialTractCP.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/032-313-035,1.00103037,43605,"{'rings': [[[759195.9240699932, 4310580.380586734], [759200.1052693045, 4310487.628002003], [759158.4187761676, 4310486.18460224], [759158.1579762101, 4310491.975501288], [759156.7854764359, 4310522.458896268], [759155.4156766618, 4310552.88309126], [759154.0422768882, 4310583.347686244], [759189.7193710143, 4310584.95598598], [759195.9240699932, 4310580.380586734]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,49699,,07/27/2023,TRPA-TRF-362,08/29/2018,,023-081-003,TRAN2016-0231,,SEZ,CSLT,116,Airport,116,Airport,,Outside Buffer,81,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/116.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/033-050-006,10.04249536,437451,"{'rings': [[[760294.3441891624, 4308780.0980831105], [760227.3010001993, 4308789.394381581], [760233.3431992047, 4308808.673578406], [760236.5800986718, 4308819.4973766245], [760244.9218972987, 4308851.648671331], [760246.8139969865, 4308859.941669967], [760248.552796701, 4308868.309268588], [760250.2915964145, 4308876.676967211], [760251.7245961782, 4308885.117565822], [760253.0054959673, 4308893.518264439], [760254.1331957821, 4308901.993663043], [760255.260795596, 4308910.468961649], [760256.0834954605, 4308918.940960253], [760256.7532953508, 4308927.449358853], [760257.4232952399, 4308935.957857452], [760257.7876951806, 4308944.501156045], [760258.1521951202, 4308953.044354638], [760258.2116951104, 4308961.584353233], [760258.2712951005, 4308970.124351827], [760258.2450951049, 4308972.525751432], [760245.2028972525, 4309035.971240986], [760237.4904985214, 4309128.104125818], [760394.9962725919, 4309101.379730219], [760339.2428817702, 4308773.915384129], [760294.3441891624, 4308780.0980831105]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,10198,,11/08/2022,TRPA-TRF-2020,10/14/2022,,032-291-031,TRAN2022-0933,,SEZ,CSLT,116,Airport,116,Airport,,Outside Buffer,81,1,1,https://www.trpa.gov/wp-content/uploads/documents/archive/2/116.pdf,https://parcels.laketahoeinfo.org/Parcel/Detail/033-050-006,10.04249536,437451,"{'rings': [[[760294.3441891624, 4308780.0980831105], [760227.3010001993, 4308789.394381581], [760233.3431992047, 4308808.673578406], [760236.5800986718, 4308819.4973766245], [760244.9218972987, 4308851.648671331], [760246.8139969865, 4308859.941669967], [760248.552796701, 4308868.309268588], [760250.2915964145, 4308876.676967211], [760251.7245961782, 4308885.117565822], [760253.0054959673, 4308893.518264439], [760254.1331957821, 4308901.993663043], [760255.260795596, 4308910.468961649], [760256.0834954605, 4308918.940960253], [760256.7532953508, 4308927.449358853], [760257.4232952399, 4308935.957857452], [760257.7876951806, 4308944.501156045], [760258.1521951202, 4308953.044354638], [760258.2116951104, 4308961.584353233], [760258.2712951005, 4308970.124351827], [760258.2450951049, 4308972.525751432], [760245.2028972525, 4309035.971240986], [760237.4904985214, 4309128.104125818], [760394.9962725919, 4309101.379730219], [760339.2428817702, 4308773.915384129], [760294.3441891624, 4308780.0980831105]]], 'spatialReference': {'wkid': 26910, 'latestWkid': 26910}}"
