APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory
027-082-035,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,11/04/2015,TRPA-TRF-286,10/01/2014,,025-211-001,TRAN2014-0857,,Non-Sensitive
027-082-035,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,11/04/2015,TRPA-TRF-290,09/18/2015,,022-061-010,TRAN2015-0612,,Non-Sensitive
027-082-035,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,11/04/2015,TRPA-TRF-292,08/06/2014,,023-755-010,TRAN2014-0399,,Non-Sensitive
027-082-035,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,6,,04/08/2020,TRPA-TRF-463,03/30/2017,,029-441-21,TRAN2016-1142,,Non-Sensitive
027-123-022,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,02/07/2018,TRPA-TRF-533,08/30/2017,,023-571-001,TRAN2017-0407,,Non-Sensitive
027-123-022,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,03/30/2018,TRPA-TRF-550,03/20/2018,,023-321-007,TRAN2017-0603,,Non-Sensitive
027-131-016,Transfer Sending Parcel,Coverage (potential),IPES,743.0,397,,03/10/2023,TRPA-TRF-2139,02/23/2023,,025-394-012,CORR2023-0239,,Non-Sensitive
027-131-016,Transfer Sending Parcel,Coverage (potential),IPES,743.0,305,,03/10/2023,TRPA-TRF-2140,02/23/2023,,027-141-010,CORR2023-0239,,Non-Sensitive
027-131-016,Transfer Sending Parcel,Coverage (potential),IPES,743.0,353,,03/10/2023,TRPA-TRF-2141,02/23/2023,,030-380-055,CORR2023-0239,,Non-Sensitive
027-131-016,Transfer Sending Parcel,Coverage (potential),IPES,743.0,135,,03/10/2023,TRPA-TRF-2142,02/23/2023,,520-201-00,CORR2023-0239,,Non-Sensitive
027-154-020,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2527,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ
027-221-021,Transfer Sending Parcel,Coverage (potential),IPES,775.0,195,,03/10/2023,TRPA-TRF-2135,02/23/2023,,025-544-001,CORR2023-0238,,Non-Sensitive
027-221-021,Transfer Sending Parcel,Coverage (potential),IPES,775.0,300,,03/10/2023,TRPA-TRF-2136,02/23/2023,,026-073-026,CORR2023-0238,,Non-Sensitive
027-221-021,Transfer Sending Parcel,Coverage (potential),IPES,775.0,266,,03/10/2023,TRPA-TRF-2137,02/23/2023,,026-074-003,CORR2023-0238,,Non-Sensitive
027-221-021,Transfer Sending Parcel,Coverage (potential),IPES,775.0,330,,03/10/2023,TRPA-TRF-2138,02/23/2023,,029-605-007,CORR2023-0238,,Non-Sensitive
027-321-013,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/05/2018,TRPA-TRF-427,03/21/2018,,028-011-19,TRAN2016-0702,,Non-Sensitive
027-690-09,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,12/13/2017,TRPA-TRF-532,07/05/2017,,023-892-002,TRAN2017-0403,,Non-Sensitive
028-081-012,Transfer Sending Parcel,Coverage (potential),4,,247,,04/21/2023,TRPA-TRF-2211,03/27/2023,,026-081-004,CORR2023-0413,CORR2023-0413,Non-Sensitive
028-100-048,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2528,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ
028-141-025,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2529,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ
028-162-014,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,471.0,1,,04/21/2017,TRPA-TRF-242,04/20/2017,,122-591-01,TRAN2015-0086,ERSP2014-0780-01,Sensitive
029-041-018,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,05/29/2018,TRPA-TRF-643,05/23/2018,,023-801-015,TRAN2018-0138,,Non-Sensitive
029-041-021,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,12/07/2017,TRPA-TRF-551,11/06/2017,,027-204-007,TRAN2017-0741,,Non-Sensitive
029-041-024,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/08/2020,TRPA-TRF-466,03/30/2017,,029-441-21,TRAN2016-1146,,Non-Sensitive
029-061-008,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),5,,20,,11/19/2015,TRPA-TRF-98,02/25/2014,,1318-27-001-001,TRAN2013-0355,,Non-Sensitive
029-061-010,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),5,,27,,11/19/2015,TRPA-TRF-93,02/25/2014,,1318-27-001-001,TRAN2013-0360,,Non-Sensitive
029-062-020,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,04/08/2020,TRPA-TRF-461,04/13/2017,,029-441-21,TRAN2016-1121,,Non-Sensitive
029-066-21,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,04/08/2020,TRPA-TRF-464,05/04/2017,,029-441-21,TRAN2016-1143,,Non-Sensitive
029-095-06,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,16,,04/05/2018,TRPA-TRF-426,03/21/2018,,028-011-19,TRAN2016-0703,,Non-Sensitive
029-161-024,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,03/29/2017,TRPA-TRF-359,11/10/2016,,029-530-015,TRAN2016-0133,,Non-Sensitive
029-161-029,Transfer Sending Parcel,Coverage (hard),1b,,1115,,04/27/2023,TRPA-TRF-2081,02/07/2023,,027-161-030,TRAN2022-1288,,SEZ
029-170-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,06/13/2018,TRPA-TRF-642,06/13/2018,,028-141-021,TRAN2018-0131,,Non-Sensitive
029-170-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/25/2016,TRPA-TRF-391,08/17/2016,,022-171-033,TRAN2016-0533,,Non-Sensitive
029-332-007,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/10/2016,TRPA-TRF-433,09/23/2016,,031-204-002,TRAN2016-0680,,Non-Sensitive
029-441-004,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),1b,,34,,11/19/2015,TRPA-TRF-90,02/25/2014,,1318-27-001-001,TRAN2013-0750,,SEZ
029-441-004,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),5,,10,,07/12/2016,TRPA-TRF-364,06/23/2016,,123-071-34,TRAN2016-0245,,Non-Sensitive
029-441-024,Transfer Sending Parcel,Coverage (hard),1b,,18000,,10/24/2024,TRPA-TRF-2595,09/16/2024,,132-231-09,TRAN2023-0736,,SEZ
029-530-015,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,08/30/2017,TRPA-TRF-547,08/07/2017,,023-103-014,TRAN2017-0510,,Non-Sensitive
029-604-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,03/29/2019,TRPA-TRF-700,02/11/2019,,025-226-002,TRAN2018-0571,,SEZ
029-630-029,Transfer Sending Parcel,Coverage (hard),1b,,1818,,07/02/2021,TRPA-TRF-1455,07/02/2021,,025-321-001,TRAN2021-0111,,SEZ
029-630-029,Transfer Sending Parcel,Coverage (hard),1b,,2830,,04/27/2023,TRPA-TRF-2080,12/28/2022,,028-161-014,TRAN2022-0799,,SEZ
030-361-025,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,01/17/2020,TRPA-TRF-774,01/03/2020,,023-181-043,TRAN2019-0020,,SEZ
030-581-001,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,06/14/2021,TRPA-TRF-1439,05/24/2021,,023-182-028,TRAN2021-0057,,SEZ
030-581-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,06/14/2021,TRPA-TRF-1442,05/24/2021,,023-182-028,TRAN2021-0058,,SEZ
031-020-033,Transfer Sending Parcel,Coverage (potential),5,,313,,04/11/2024,TRPA-TRF-2516,02/29/2024,,033-801-006,CORR2024-0378,CORR2024-0378,Non-Sensitive
031-020-038,Transfer Sending Parcel,Coverage (potential),5,,111,,02/29/2024,TRPA-TRF-2352,05/26/2023,,023-461-016,CORR2023-1637,CORR2023-1637,Non-Sensitive
031-030-032,Transfer Sending Parcel,Coverage (hard),7,,300,,11/04/2015,TRPA-TRF-293,05/01/2015,,026-063-013,TRAN2015-0249,,Non-Sensitive
031-030-032,Transfer Sending Parcel,Coverage (hard),7,,2080,,12/11/2019,TRPA-TRF-390,09/12/2019,,032-510-003,TRAN2016-0515,,Non-Sensitive
031-030-039,Transfer Sending Parcel,Restoration Credit,1b,,402,,03/20/2020,TRPA-TRF-1113,03/09/2017,,016-131-007,ERSP2016-1224,ERSP2016-1224,SEZ
031-030-039,Transfer Sending Parcel,Restoration Credit,1b,,32,,02/26/2025,TRPA-TRF-2691,12/03/2024,,016-081-003,ERSP2019-1550,ERSP2019-1550,SEZ
031-045-008,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,763.0,1,,10/07/2016,TRPA-TRF-387,10/07/2016,,023-191-007,TRAN2016-0495,,Non-Sensitive
031-079-004,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2530,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ
031-082-008,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,06/07/2018,TRPA-TRF-539,04/25/2018,,022-344-024,TRAN2017-0448,,Non-Sensitive
031-144-002,Transfer Sending Parcel,Coverage (potential),IPES,751.0,856,,11/13/2019,TRPA-TRF-945,10/24/2019,,034-682-029,CORR2019-1099,,Non-Sensitive
031-162-011,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,786.0,1,,03/29/2017,TRPA-TRF-485,02/17/2017,,028-042-012,TRAN2017-0036,,Non-Sensitive
031-173-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/08/2022,TRPA-TRF-1876,08/18/2022,,027-122-020,TRAN2022-0191,TRAN2022-0191,Non-Sensitive
031-195-009,Transfer Sending Parcel,Coverage (potential),IPES,772.0,663,,01/07/2020,TRPA-TRF-987,11/21/2019,,033-562-001,CORR2020-0003,CTC Transfer,Non-Sensitive
031-221-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-289,09/03/2014,,026-061-012,TRAN2014-0694,,Non-Sensitive
031-226-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/04/2018,TRPA-TRF-429,03/21/2018,,028-011-19,TRAN2016-0699,,Non-Sensitive
031-226-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/24/2016,TRPA-TRF-436,10/24/2016,,022-343-27,TRAN2016-0777,,Non-Sensitive
031-256-003,Transfer Sending Parcel,Commercial Floor Area (CFA),IPES,856.0,68,,01/08/2024,TRPA-TRF-2358,12/04/2023,,025-381-012,TRAN2023-1146,TRAN2023-1146,Non-Sensitive
031-256-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,856.0,4,,01/08/2024,TRPA-TRF-2359,12/04/2023,,025-381-012,TRAN2023-1146,TRAN2023-1146,Non-Sensitive
032-050-078,Transfer Sending Parcel,Coverage (hard),3,,360,,10/19/2016,TRPA-TRF-388,09/12/2016,,016-513-012,TRAN2016-0496,,Sensitive
032-090-005,Transfer Sending Parcel,Coverage (potential),5,,550,,01/21/2025,TRPA-TRF-2651,07/17/2024,,032-282-016,CORR2024-1644,CORR2024-1644,Non-Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,2233,,04/27/2023,TRPA-TRF-2219,03/27/2023,,033-801-007,CORR2023-0429,,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,100,,04/27/2023,TRPA-TRF-2220,03/27/2023,,034-172-012,CORR2023-0429,,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1733,,04/27/2023,TRPA-TRF-2221,03/27/2023,,035-212-008,CORR2023-0429,,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,249,,04/27/2023,TRPA-TRF-2222,03/27/2023,,081-062-002,CORR2023-0429,,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1701,,12/02/2024,TRPA-TRF-2631,05/02/2024,,033-781-006,CORR2024-1575,CORR2024-1575,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,138,,02/26/2025,TRPA-TRF-2686,09/30/2024,,034-112-008,CORR2025-0241,CORR2025-0241,Sensitive
032-090-011,Transfer Sending Parcel,Coverage (potential),3,,1855,,02/28/2025,TRPA-TRF-2690,02/18/2025,,034-171-023,CORR2025-0245,CORR2025-0245,Sensitive
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,1194,,03/12/2018,TRPA-TRF-91,03/05/2014,,033-565-005,TRAN2013-0749,,Sensitive
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,2180,,11/19/2015,TRPA-TRF-105,05/06/2013,,033-472-010,TRAN2013-0173,,Sensitive
032-100-006,Transfer Sending Parcel,Coverage (potential),3,,1079,,11/27/2023,TRPA-TRF-2339,05/09/2023,,033-882-003,CORR2023-1523,CORR2023-1523,Sensitive
032-141-003,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2022,TRPA-TRF-2040,10/22/2022,,032-291-029,TRAN2022-0998,,Non-Sensitive
032-141-003,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,9,,01/25/2023,TRPA-TRF-2083,01/06/2023,,032-291-029,TRAN2022-1389,,Non-Sensitive
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-301,07/29/2015,,023-471-014,TRAN2015-0382,,Non-Sensitive
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-305,11/07/2014,,025-543-008,TRAN2014-0992,,Non-Sensitive
032-141-027,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,04/05/2018,TRPA-TRF-428,03/21/2018,,028-011-19,TRAN2016-0700,,Non-Sensitive
032-142-006,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,07/20/2021,TRPA-TRF-1468,12/08/2020,,032-161-008,TRAN2020-1143,,SEZ
032-142-006,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,10/27/2020,TRPA-TRF-516,10/06/2016,,026-061-015,TRAN2016-0740,,Non-Sensitive
032-151-015,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,50,,11/19/2015,TRPA-TRF-94,02/25/2014,,1318-27-001-001,TRAN2013-0357,,Non-Sensitive
032-151-015,Transfer Sending Parcel,Coverage (hard),7,,2803,,11/04/2022,TRPA-TRF-2021,10/14/2022,,026-221-027,TRAN2022-0973,TRAN2022-0973,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,09/27/2023,TRPA-TRF-2327,09/21/2023,,1418-03-401-014,TRAN2023-0893,,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,05/06/2024,TRPA-TRF-2332,12/19/2023,,097-050-068,TRAN2023-0631,,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,05/06/2024,TRPA-TRF-2333,12/19/2023,,097-050-069,TRAN2023-0631,,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,02/02/2024,TRPA-TRF-2394,01/23/2024,,1418-03-801-001,TRAN2023-1524,,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,06/21/2024,TRPA-TRF-2556,06/11/2024,,122-100-26,TRAN2024-0084,,Non-Sensitive
032-162-001,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,857.0,1,,12/13/2024,TRPA-TRF-2626,07/09/2024,,034-251-005,TRAN2024-0588,TRAN2024-0588,Non-Sensitive
032-191-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,11/03/2015,TRPA-TRF-307,09/18/2015,,023-655-001,TRAN2015-0671,,SEZ
032-191-002,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,11/04/2015,TRPA-TRF-306,10/19/2015,,023-102-041,TRAN2015-0755,,Non-Sensitive
032-201-013,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),7,,20,,07/12/2016,TRPA-TRF-363,05/26/2016,,123-052-02,TRAN2016-0235,,Non-Sensitive
032-201-013,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),7,,1,,03/29/2017,TRPA-TRF-368,11/10/2016,,029-530-015,TRAN2016-0272,,Non-Sensitive
032-277-006,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,09/24/2024,TRPA-TRF-2531,08/27/2024,,032-291-029,TRAN2024-0028,,SEZ
032-277-021,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/09/2016,TRPA-TRF-419,11/09/2016,,023-182-006,TRAN2016-0682,,SEZ
032-277-022,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,04/08/2020,TRPA-TRF-492,06/07/2017,,029-441-21,TRAN2017-0045,,SEZ
032-291-029,Transfer Sending Parcel,Multi-Family Residential Unit of Use (MFRUU),7,,1,,11/08/2022,TRPA-TRF-2065,10/14/2022,,031-284-004,TRAN2022-0825,,Non-Sensitive
032-313-035,Transfer Sending Parcel,Commercial Floor Area (CFA),7,,972,,04/27/2023,TRPA-TRF-2082,02/14/2023,,031-030-025,TRAN2022-1419,TRAN2022-1419,Non-Sensitive
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,49699,,07/27/2023,TRPA-TRF-362,08/29/2018,,023-081-003,TRAN2016-0231,,SEZ
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,10198,,11/08/2022,TRPA-TRF-2020,10/14/2022,,032-291-031,TRAN2022-0933,,SEZ
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,39802,,08/22/2023,TRPA-TRF-2292,07/26/2023,,032-291-028,TRAN2023-0860,TRAN2023-0860,SEZ
033-050-006,Transfer Sending Parcel,Coverage (hard),1b,,14319,,08/12/2024,TRPA-TRF-2574,08/12/2024,,032-291-028,TRAN2024-0768,,SEZ
033-050-018,Transfer Sending Parcel,Coverage (potential),3,,417,,05/03/2024,TRPA-TRF-2373,01/24/2024,,034-171-002,CORR2024-0049,CORR2024-0049,Sensitive
033-050-018,Transfer Sending Parcel,Coverage (potential),3,,36,,05/03/2024,TRPA-TRF-2535,12/22/2023,,033-864-010,CORR2024-0049,CORR2024-0049,Sensitive
033-160-004,Transfer Sending Parcel,Coverage (potential),IPES,584.0,780,,11/19/2015,TRPA-TRF-319,08/17/2015,,034-722-039,TRAN2015-0434,,Sensitive
033-180-004,Transfer Sending Parcel,Coverage (hard),1b,,1260,,02/08/2024,TRPA-TRF-2389,05/08/2023,,033-882-003,TRAN2022-0984,TRAN2022-0984,SEZ
033-180-006,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),1b,,1,,10/02/2018,TRPA-TRF-641,10/01/2018,,016-300-062,TRAN2018-0123,,SEZ
033-201-008,Transfer Sending Parcel,Coverage (potential),6,,44,,02/28/2025,TRPA-TRF-2692,11/21/2024,,022-222-017,CORR2025-0247,CORR2025-0247,Non-Sensitive
033-201-009,Transfer Sending Parcel,Coverage (potential),6,,490,,12/21/2024,TRPA-TRF-2646,09/13/2024,,022-192-013,CORR2024-1640,CORR2024-1640,Non-Sensitive
033-201-017,Transfer Sending Parcel,Coverage (potential),5,,364,,12/18/2024,TRPA-TRF-2568,03/29/2024,,022-222-015,CORR2024-0710,CORR2024-0710,Non-Sensitive
033-201-017,Transfer Sending Parcel,Coverage (potential),6,,48,,04/27/2023,TRPA-TRF-2215,03/27/2023,,023-182-028,CORR2023-0426,,Non-Sensitive
033-285-015,Transfer Sending Parcel,Coverage (potential),IPES,753.0,224,,03/09/2023,TRPA-TRF-2128,02/23/2023,,023-741-001,CORR2023-0231,,Non-Sensitive
033-285-015,Transfer Sending Parcel,Coverage (potential),IPES,753.0,955,,03/09/2023,TRPA-TRF-2129,02/23/2023,,080-153-002,CORR2023-0231,,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,300,,05/10/2019,TRPA-TRF-836,02/21/2019,,031-204-008,TRAN2019-0391,CTC Transfer,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,179,,01/25/2023,TRPA-TRF-2114,12/13/2022,,031-153-001,CORR2023-0237,,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,204,,03/10/2023,TRPA-TRF-2133,02/23/2023,,034-266-013,CORR2023-0237,,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,342,,03/10/2023,TRPA-TRF-2134,02/23/2023,,035-131-004,CORR2023-0237,,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,225,,11/27/2023,TRPA-TRF-2336,07/27/2023,,031-153-006,CORR2023-1520,CORR2023-1520,Non-Sensitive
033-304-009,Transfer Sending Parcel,Coverage (potential),IPES,812.0,75,,06/27/2024,TRPA-TRF-2570,02/29/2024,,022-023-003,CORR2024-0721,CORR2024-0721,Non-Sensitive
033-305-002,Transfer Sending Parcel,Coverage (potential),IPES,0.0,101,,10/14/2020,TRPA-TRF-1282,10/13/2020,,032-343-005,TRAN2020-1000,TRAN2020-1000,SEZ
033-305-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/26/2021,TRPA-TRF-1446,07/14/2021,,032-161-002,TRAN2021-0114,,SEZ
033-305-004,Transfer Sending Parcel,Coverage (potential),IPES,0.0,103,,10/14/2020,TRPA-TRF-1285,10/13/2020,,032-343-005,TRAN2020-0997,TRAN2020-0887,SEZ
033-305-004,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/26/2021,TRPA-TRF-1448,07/14/2021,,032-161-002,TRAN2021-0123,,SEZ
033-306-005,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/27/2022,TRPA-TRF-1881,07/27/2022,,032-161-001,TRAN2021-1462,TRAN2021-1462,SEZ
033-432-005,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,03/08/2022,TRPA-TRF-1834,03/07/2022,,032-161-002,TRAN2021-0858,,SEZ
033-475-004,Transfer Sending Parcel,Restoration Credit,1b,,709,,02/26/2025,TRPA-TRF-2693,12/10/2024,,094-160-013,ERSP2023-1154,ERSP2023-1154,SEZ
033-494-015,Transfer Sending Parcel,Coverage (potential),IPES,0.0,121,,10/14/2020,TRPA-TRF-1283,10/13/2020,,032-343-005,TRAN2020-0999,TRAN2020-0999,SEZ
033-494-015,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/26/2021,TRPA-TRF-1444,07/14/2021,,032-161-002,TRAN2021-0112,,SEZ
033-524-001,Transfer Sending Parcel,Coverage (hard),1b,,600,,04/30/2018,TRPA-TRF-320,03/09/2017,,025-641-005,TRAN2015-0380,,SEZ
033-542-010,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,05/06/2024,TRPA-TRF-2310,11/22/2023,,033-402-002,TRAN2023-0539,,SEZ
033-644-012,Transfer Sending Parcel,Coverage (potential),IPES,789.0,175,,12/20/2024,TRPA-TRF-2641,05/07/2024,,031-215-002,CORR2024-1620,CORR2024-1620,Non-Sensitive
033-644-012,Transfer Sending Parcel,Coverage (potential),IPES,789.0,212,,12/20/2024,TRPA-TRF-2642,06/02/2021,,033-837-001,CORR2024-1621,CORR2024-1621,Non-Sensitive
033-672-010,Transfer Sending Parcel,Coverage (potential),IPES,828.0,300,,11/27/2023,TRPA-TRF-2335,10/27/2023,,032-279-009,CORR2023-1519,CORR2023-1519,Non-Sensitive
033-682-006,Transfer Sending Parcel,Coverage (potential),IPES,761.0,465,,12/21/2024,TRPA-TRF-2644,10/26/2020,,031-212-005,CORR2024-1639,CORR2024-1639,Non-Sensitive
033-693-008,Transfer Sending Parcel,Coverage (potential),IPES,803.0,227,,04/29/2020,TRPA-TRF-979,11/21/2019,,026-134-014,CORR2019-1205,CORR2019-1205,Non-Sensitive
033-693-008,Transfer Sending Parcel,Coverage (potential),IPES,803.0,20,,01/06/2020,TRPA-TRF-980,11/21/2019,,080-155-024,CORR2019-1205,CORR2019-1205,Non-Sensitive
033-742-018,Transfer Sending Parcel,Coverage (potential),IPES,842.0,298,,05/06/2024,TRPA-TRF-2538,08/05/2021,,031-162-019,CORR2024-0480,CORR2024-0480,Non-Sensitive
033-754-002,Transfer Sending Parcel,Coverage (potential),IPES,735.0,2185,,11/28/2018,TRPA-TRF-753,08/14/2018,,034-452-003,TRAN2018-0867,CTC Transfer,Non-Sensitive
033-826-002,Transfer Sending Parcel,Coverage (potential),IPES,942.0,69,,07/23/2018,TRPA-TRF-647,06/06/2018,,034-242-002,TRAN2018-0206,,Non-Sensitive
034-092-004,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,760.0,1,,03/29/2017,TRPA-TRF-425,10/17/2016,,036-380-024,TRAN2016-0733,,Non-Sensitive
034-096-007,Transfer Sending Parcel,Coverage (potential),IPES,748.0,1625,,05/07/2019,TRPA-TRF-820,01/03/2019,,034-192-013,TRAN2019-0320,CTC Transfer,Non-Sensitive
034-103-005,Transfer Sending Parcel,Coverage (potential),IPES,731.0,465,,05/03/2024,TRPA-TRF-2537,03/19/2021,,022-141-003,MOUA2023-1625,MOUA2023-1625,Non-Sensitive
034-153-006,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,506.0,1,,03/08/2022,TRPA-TRF-1835,03/07/2022,,032-161-002,TRAN2021-0876,,Sensitive
034-153-012,Transfer Sending Parcel,Coverage (potential),IPES,796.0,65,,03/09/2023,TRPA-TRF-2130,02/23/2023,,034-111-004,CORR2023-0235,,Non-Sensitive
034-153-012,Transfer Sending Parcel,Coverage (potential),IPES,796.0,391,,02/06/2025,TRPA-TRF-2654,07/31/2024,,031-123-020,CORR2025-0136,CORR2025-0136,Non-Sensitive
034-161-003,Transfer Sending Parcel,Coverage (potential),IPES,738.0,1080,,03/27/2018,TRPA-TRF-646,07/31/2017,,033-682-008,TRAN2018-0146,CTC Transfer,Non-Sensitive
034-161-006,Transfer Sending Parcel,Coverage (potential),IPES,770.0,117,,05/07/2019,TRPA-TRF-825,02/20/2019,,031-182-009,TRAN2019-0321,CTC Transfer,Non-Sensitive
